"Freq [GHz]","dB(St(FloquetPort2:1,FloquetPort1:1)) []","dB(St(FloquetPort2:2,FloquetPort1:2)) []"
1.72969966629588,-0.144372260043088,-0.205107694686674
1.74749721913237,-0.147726058307427,-0.209592499778755
1.76529477196885,-0.151146488865179,-0.21415114008257
1.78309232480534,-0.154635352842424,-0.218785012238371
1.80088987764182,-0.15819452550635,-0.223495560096969
1.81868743047831,-0.161825960035243,-0.228284278444251
1.83648498331479,-0.165531691519277,-0.233152716913877
1.85428253615128,-0.16931384120648,-0.238102484088775
1.87208008898776,-0.173174621009415,-0.24313525179242
1.88987764182425,-0.177116338289289,-0.248252759571779
1.90767519466073,-0.181141400935665,-0.253456819374695
1.92547274749722,-0.185252322761356,-0.25874932042533
1.9432703003337,-0.18945172923378,-0.264132234302699
1.96106785317019,-0.193742363565653,-0.269607620228522
1.97886540600667,-0.198127093190157,-0.275177630571901
1.99666295884316,-0.202608916647541,-0.28084451658046
2.01446051167964,-0.207190970912592,-0.286610634348816
2.03225806451613,-0.21187653919495,-0.292478451037702
2.05005561735261,-0.216669059247056,-0.298450551359002
2.0678531701891,-0.221572132217428,-0.304529644344385
2.08565072302558,-0.226589532090552,-0.310718570417936
2.10344827586207,-0.231725215758125,-0.317020308795804
2.12124582869855,-0.236983333770545,-0.323437985239167
2.13904338153504,-0.242368241821884,-0.329974880189952
2.15684093437152,-0.247884513026565,-0.336634437322422
2.17463848720801,-0.253536951051008,-0.343420272547574
2.19243604004449,-0.259330604169769,-0.350336183511583
2.21023359288098,-0.265270780321868,-0.35738615963391
2.22803114571746,-0.271363063250129,-0.364574392735578
2.24582869855395,-0.277613329814277,-0.371905288313701
2.26362625139043,-0.284027768577277,-0.379383477523573
2.28142380422692,-0.290612899773555,-0.387013829936365
2.2992213570634,-0.297375596778823,-0.39480146714666
2.31701890989989,-0.304323109212381,-0.402751777311874
2.33481646273637,-0.311463087816125,-0.410870430713033
2.35261401557286,-0.318803611268462,-0.419163396435284
2.37041156840934,-0.326353215107417,-0.427636960275858
2.38820912124583,-0.33412092295478,-0.436297743997216
2.40600667408231,-0.342116280252815,-0.445152726054592
2.4238042269188,-0.35034939074667,-0.454209263938979
2.44160177975528,-0.358830955970255,-0.463475118290313
2.45939933259177,-0.367572318020132,-0.472958478949944
2.47719688542825,-0.376585505932348,-0.482667993137896
2.49499443826474,-0.385883286011035,-0.492612795957717
2.51279199110122,-0.395479216495119,-0.502802543451596
2.53058954393771,-0.405387706992161,-0.513247448449507
2.54838709677419,-0.415624083155572,-0.523958319480079
2.56618464961068,-0.426204657134708,-0.534946603036821
2.58398220244716,-0.437146804387392,-0.546224429522366
2.60177975528365,-0.448469047511413,-0.557804663225114
2.61957730812013,-0.460191147827623,-0.569700956718165
2.63737486095662,-0.472334205532365,-0.581927810109473
2.6551724137931,-0.484920769333593,-0.594500635615236
2.67296996662959,-0.497974956593797,-0.607435827976729
2.69076751946607,-0.511522585125862,-0.620750841293603
2.70856507230256,-0.525591317927563,-0.634464272905409
2.72636262513904,-0.540210822298154,-0.648595955017932
2.74416017797553,-0.555412944959677,-0.663167054842724
2.76195773081201,-0.57123190500925,-0.678200184097022
2.7797552836485,-0.587704506759521,-0.693719518798582
2.79755283648498,-0.604870374787727,-0.709750930385467
2.81535038932147,-0.622772213813579,-0.72632212929563
2.83314794215795,-0.641456096367157,-0.743462822255706
2.85094549499444,-0.660971781597884,-0.761204884652592
2.86874304783092,-0.681373069019993,-0.779582549495945
2.88654060066741,-0.702718191497404,-0.798632614623412
2.90433815350389,-0.725070252351247,-0.818394669953786
2.92213570634038,-0.748497712135971,-0.838911346753143
2.93993325917686,-0.773074931388085,-0.860228591044424
2.95773081201335,-0.79888277651777,-0.88239596345681
2.97552836484983,-0.826009297003853,-0.905466967972298
2.99332591768632,-0.854550483183242,-0.92949941217424
3.0111234705228,-0.88461111521604,-0.954555801724649
3.02892102335929,-0.916305715277561,-0.98070377187612
3.04671857619577,-0.949759616698735,-1.00801655883774
3.06451612903226,-0.985110165671944,-1.03657351372949
3.08231368186874,-1.02250807327681,-1.06646066163311
3.10011123470523,-1.06211893798562,-1.09777130781909
3.11790878754171,-1.10412496148844,-1.13060669252095
